,census_code,label
23933,B07009PR_015E,Estimate!!Total:!!Moved within same municipio:!!High school graduate (includes equivalency)
23934,B24123_226E,Estimate!!Total:!!Dental hygienists
23935,B24123_228E,Estimate!!Total:!!Diagnostic medical sonographers
23936,B25129_048E,Estimate!!Total:!!Renter occupied:!!Moved in 2010 to 2014:!!2 to 4
23937,B07009PR_013E,Estimate!!Total:!!Moved within same municipio:
23938,B16010_039E,Estimate!!Total:!!Some college or associate's degree:!!Not in labor force:!!Speak Asian and Pacific Island languages
23939,B07008_032E,Estimate!!Total:!!Moved from abroad:!!Never married
23940,B07009PR_014E,Estimate!!Total:!!Moved within same municipio:!!Less than high school graduate
23941,B24123_229E,Estimate!!Total:!!Radiologic technologists and technicians
23942,B25129_049E,Estimate!!Total:!!Renter occupied:!!Moved in 2010 to 2014:!!5 to 19
23943,B07008_035E,Estimate!!Total:!!Moved from abroad:!!Separated
23944,B16010_038E,Estimate!!Total:!!Some college or associate's degree:!!Not in labor force:!!Speak other Indo-European languages
23945,B24124_087E,Estimate!!Total:!!Bioengineers and biomedical engineers
23946,B19064_001E,"Estimate!!Aggregate interest, dividends, or net rental income in the past 12 months (in 2019 inflation-adjusted dollars)"
23947,B07009PR_017E,Estimate!!Total:!!Moved within same municipio:!!Bachelor's degree
23948,B08126_002E,"Estimate!!Total:!!Agriculture, forestry, fishing and hunting, and mining"
23949,B08126_001E,Estimate!!Total:
23950,B24124_088E,Estimate!!Total:!!Chemical engineers
23951,B07008_034E,Estimate!!Total:!!Moved from abroad:!!Divorced
23952,B07009PR_016E,Estimate!!Total:!!Moved within same municipio:!!Some college or associate's degree
23953,B16010_037E,Estimate!!Total:!!Some college or associate's degree:!!Not in labor force:!!Speak Spanish
23954,B26210_066E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Juvenile facilities:
23955,B24124_069E,Estimate!!Total:!!Software quality assurance analysts and testers
23956,B24116_110E,"Estimate!!Total:!!Life scientists, all other"
23957,B01001E_001E,Estimate!!Total:
23958,B06004H_001E,Estimate!!Total:
23959,B08126_004E,Estimate!!Total:!!Manufacturing
23960,B26210_067E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Juvenile facilities:!!Native:
23961,B24116_111E,Estimate!!Total:!!Astronomers and physicists
23962,B08126_003E,Estimate!!Total:!!Construction
23963,B26210_068E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Juvenile facilities:!!Native:!!Male
23964,B24124_067E,Estimate!!Total:!!Computer programmers
23965,B08126_006E,Estimate!!Total:!!Retail trade
23966,B06004H_003E,Estimate!!Total:!!Born in other state in the United States
23967,B26210_069E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Juvenile facilities:!!Native:!!Female
23968,B24124_068E,Estimate!!Total:!!Software developers
23969,B06004H_002E,Estimate!!Total:!!Born in state of residence
23970,B08126_005E,Estimate!!Total:!!Wholesale trade
23971,B20005D_041E,"Estimate!!Total:!!Male:!!Other:!!With earnings:!!$35,000 to $39,999"
23972,B06004H_005E,Estimate!!Total:!!Foreign born
23973,B25129_050E,Estimate!!Total:!!Renter occupied:!!Moved in 2010 to 2014:!!20 to 49
23974,B08126_008E,Estimate!!Total:!!Information
23975,B20005D_042E,"Estimate!!Total:!!Male:!!Other:!!With earnings:!!$40,000 to $44,999"
23976,B08126_007E,"Estimate!!Total:!!Transportation and warehousing, and utilities"
23977,B25129_051E,Estimate!!Total:!!Renter occupied:!!Moved in 2010 to 2014:!!50 or more
23978,B06004H_004E,Estimate!!Total:!!Native; born outside the United States
23979,B07009PR_020E,Estimate!!Total:!!Moved from different municipio:!!Less than high school graduate
23980,B19128_011E,"Estimate!!Aggregate family income in the past 12 months (in 2019 inflation-adjusted dollars):!!Other family:!!Female householder, no spouse present:!!No own children of the householder under 18 years"
23981,B25129_052E,"Estimate!!Total:!!Renter occupied:!!Moved in 2010 to 2014:!!Mobile home, boat, RV, van, etc."
23982,B08537_020E,Estimate!!Total:!!Worked from home:!!Householder lived in owner-occupied housing units
23983,B20005D_040E,"Estimate!!Total:!!Male:!!Other:!!With earnings:!!$30,000 to $34,999"
23984,B08126_009E,"Estimate!!Total:!!Finance and insurance, and real estate and rental and leasing"
23985,B19128_010E,"Estimate!!Aggregate family income in the past 12 months (in 2019 inflation-adjusted dollars):!!Other family:!!Female householder, no spouse present:!!With own children of the householder under 18 years"
23986,B25129_053E,Estimate!!Total:!!Renter occupied:!!Moved in 2000 to 2009:
23987,B08537_021E,Estimate!!Total:!!Worked from home:!!Householder lived in renter-occupied housing units
23988,B20005D_045E,"Estimate!!Total:!!Male:!!Other:!!With earnings:!!$55,000 to $64,999"
23989,B24116_119E,Estimate!!Total:!!Clinical and counseling psychologists
23990,B01001E_009E,Estimate!!Total:!!Male:!!25 to 29 years
23991,B20005D_046E,"Estimate!!Total:!!Male:!!Other:!!With earnings:!!$65,000 to $74,999"
23992,B01001E_008E,Estimate!!Total:!!Male:!!20 to 24 years
23993,B04005_099E,Estimate!!Total:!!West Indian (except Hispanic groups):!!British West Indian
23994,B20005D_043E,"Estimate!!Total:!!Male:!!Other:!!With earnings:!!$45,000 to $49,999"
23995,B26210_060E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Foreign born:!!Naturalized U.S. citizen:
23996,B24116_117E,Estimate!!Total:!!Economists
23997,B24123_240E,Estimate!!Total:!!Medical records specialists
23998,B01001E_007E,Estimate!!Total:!!Male:!!18 and 19 years
23999,B20005D_044E,"Estimate!!Total:!!Male:!!Other:!!With earnings:!!$50,000 to $54,999"
24000,B26210_061E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Foreign born:!!Naturalized U.S. citizen:!!Male
24001,B24116_118E,Estimate!!Total:!!Survey researchers
24002,B24123_241E,"Estimate!!Total:!!Opticians, dispensing"
24003,B01001E_006E,Estimate!!Total:!!Male:!!15 to 17 years
24004,C24040_042E,"Estimate!!Total:!!Female:!!Finance and insurance, and real estate, and rental and leasing:!!Finance and insurance"
24005,B04005_097E,Estimate!!Total:!!West Indian (except Hispanic groups):!!Belizean
24006,B24116_115E,"Estimate!!Total:!!Geoscientists and hydrologists, except geographers"
24007,B26210_062E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Foreign born:!!Naturalized U.S. citizen:!!Female
24008,B20005D_049E,Estimate!!Total:!!Female:
24009,B01001E_005E,Estimate!!Total:!!Male:!!10 to 14 years
24010,B99281_002E,Estimate!!Total:!!Allocated
24011,C24040_043E,"Estimate!!Total:!!Female:!!Finance and insurance, and real estate, and rental and leasing:!!Real estate and rental and leasing"
24012,B04005_098E,Estimate!!Total:!!West Indian (except Hispanic groups):!!Bermudan
24013,B24116_116E,"Estimate!!Total:!!Physical scientists, all other"
24014,B26210_063E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Foreign born:!!Not a U.S. citizen:
24015,B01001E_004E,Estimate!!Total:!!Male:!!5 to 9 years
24016,B99281_003E,Estimate!!Total:!!Not allocated
24017,B26210_064E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Foreign born:!!Not a U.S. citizen:!!Male
24018,B24116_113E,Estimate!!Total:!!Chemists and materials scientists
24019,B20005D_047E,"Estimate!!Total:!!Male:!!Other:!!With earnings:!!$75,000 to $99,999"
24020,B28009D_003E,Estimate!!Total:!!Has a computer:!!With dial-up Internet subscription alone
24021,B04005_095E,Estimate!!Total:!!West Indian (except Hispanic groups):!!Bahamian
24022,B01001E_003E,Estimate!!Total:!!Male:!!Under 5 years
24023,B24116_112E,Estimate!!Total:!!Atmospheric and space scientists
24024,C24040_040E,Estimate!!Total:!!Female:!!Information
24025,B24116_114E,"Estimate!!Total:!!Environmental scientists and specialists, including health"
24026,B26210_065E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Foreign born:!!Not a U.S. citizen:!!Female
24027,B28009D_002E,Estimate!!Total:!!Has a computer:
24028,B20005D_048E,"Estimate!!Total:!!Male:!!Other:!!With earnings:!!$100,000 or more"
24029,B04005_096E,Estimate!!Total:!!West Indian (except Hispanic groups):!!Barbadian
24030,B01001E_002E,Estimate!!Total:!!Male:
24031,B28009D_001E,Estimate!!Total:
24032,B99281_001E,Estimate!!Total:
24033,C24040_041E,"Estimate!!Total:!!Female:!!Finance and insurance, and real estate, and rental and leasing:"
24034,C24040_046E,"Estimate!!Total:!!Female:!!Professional, scientific, and management, and administrative, and waste management services:!!Management of companies and enterprises"
24035,B04005_093E,Estimate!!Total:!!Welsh
24036,B28009D_005E,Estimate!!Total:!!Has a computer:!!Without an Internet subscription
24037,B24123_234E,Estimate!!Total:!!Pharmacy technicians
24038,B16010_024E,Estimate!!Total:!!High school graduate (includes equivalency):!!Not in labor force:!!Speak Spanish
24039,C24040_047E,"Estimate!!Total:!!Female:!!Professional, scientific, and management, and administrative, and waste management services:!!Administrative and support and waste management services"
24040,B04005_094E,Estimate!!Total:!!West Indian (except Hispanic groups):
24041,B28009D_004E,Estimate!!Total:!!Has a computer:!!With a broadband Internet subscription
24042,B16010_023E,Estimate!!Total:!!High school graduate (includes equivalency):!!Not in labor force:!!Speak only English
24043,B24123_235E,Estimate!!Total:!!Psychiatric technicians
24044,C24040_044E,"Estimate!!Total:!!Female:!!Professional, scientific, and management, and administrative, and waste management services:"
24045,B04005_091E,Estimate!!Total:!!Turkish
24046,B16010_022E,Estimate!!Total:!!High school graduate (includes equivalency):!!Not in labor force:
24047,B24123_236E,Estimate!!Total:!!Surgical technologists
24048,B24123_238E,Estimate!!Total:!!Dietetic technicians and ophthalmic medical technicians
24049,C24040_045E,"Estimate!!Total:!!Female:!!Professional, scientific, and management, and administrative, and waste management services:!!Professional, scientific, and technical services"
24050,B28009D_006E,Estimate!!Total:!!No Computer
24051,B04005_092E,Estimate!!Total:!!Ukrainian
24052,B16010_021E,Estimate!!Total:!!High school graduate (includes equivalency):!!In labor force:!!Speak other languages
24053,B24123_237E,Estimate!!Total:!!Veterinary technologists and technicians
24054,B24123_230E,Estimate!!Total:!!Magnetic resonance imaging technologists
24055,B16010_020E,Estimate!!Total:!!High school graduate (includes equivalency):!!In labor force:!!Speak Asian and Pacific Island languages
24056,B04005_090E,Estimate!!Total:!!Swiss
24057,B07008_029E,Estimate!!Total:!!Moved from different state:!!Separated
24058,B24123_231E,Estimate!!Total:!!Nuclear medicine technologists and medical dosimetrists
24059,B24124_070E,Estimate!!Total:!!Web developers
24060,C24040_048E,"Estimate!!Total:!!Female:!!Educational services, and health care and social assistance:"
24061,B24116_109E,Estimate!!Total:!!Medical scientists
24062,B24123_232E,Estimate!!Total:!!Emergency medical technicians
24063,C24040_049E,"Estimate!!Total:!!Female:!!Educational services, and health care and social assistance:!!Educational services"
24064,B24123_233E,Estimate!!Total:!!Paramedics
24065,B07009PR_022E,Estimate!!Total:!!Moved from different municipio:!!Some college or associate's degree
24066,B07008_025E,Estimate!!Total:!!Moved from different state:
24067,B24124_073E,Estimate!!Total:!!Database administrators and architects
24068,B25129_054E,"Estimate!!Total:!!Renter occupied:!!Moved in 2000 to 2009:!!1, detached  or attached"
24069,B07009PR_021E,Estimate!!Total:!!Moved from different municipio:!!High school graduate (includes equivalency)
24070,B07008_024E,Estimate!!Total:!!Moved from different county within same state:!!Widowed
24071,B24124_074E,Estimate!!Total:!!Network and computer systems administrators
24072,B25129_055E,Estimate!!Total:!!Renter occupied:!!Moved in 2000 to 2009:!!2 to 4
24073,B25129_057E,Estimate!!Total:!!Renter occupied:!!Moved in 2000 to 2009:!!20 to 49
24074,B07009PR_024E,Estimate!!Total:!!Moved from different municipio:!!Graduate or professional degree
24075,B07008_028E,Estimate!!Total:!!Moved from different state:!!Divorced
24076,B08126_010E,"Estimate!!Total:!!Professional, scientific, and management, and administrative and waste management services"
24077,B07008_027E,"Estimate!!Total:!!Moved from different state:!!Now married, except separated"
24078,B07009PR_025E,Estimate!!Total:!!Moved from the United States:
24079,B24124_071E,Estimate!!Total:!!Web and digital interface designers
24080,B25129_056E,Estimate!!Total:!!Renter occupied:!!Moved in 2000 to 2009:!!5 to 19
24081,B25129_058E,Estimate!!Total:!!Renter occupied:!!Moved in 2000 to 2009:!!50 or more
24082,B07009PR_023E,Estimate!!Total:!!Moved from different municipio:!!Bachelor's degree
24083,B16010_029E,Estimate!!Total:!!Some college or associate's degree:!!In labor force:
24084,B07008_026E,Estimate!!Total:!!Moved from different state:!!Never married
24085,B24124_072E,Estimate!!Total:!!Computer support specialists
24086,B24123_239E,Estimate!!Total:!!Licensed practical and licensed vocational nurses
24087,B25129_059E,"Estimate!!Total:!!Renter occupied:!!Moved in 2000 to 2009:!!Mobile home, boat, RV, van, etc."
24088,B16010_028E,Estimate!!Total:!!Some college or associate's degree:
24089,B08126_012E,"Estimate!!Total:!!Arts, entertainment, and recreation, and accommodation and food services"
24090,B09010_013E,"Estimate!!Total:!!Living in household with no Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In nonfamily households"
24091,B07008_021E,"Estimate!!Total:!!Moved from different county within same state:!!Now married, except separated"
24092,B24124_077E,Estimate!!Total:!!Actuaries
24093,B07009PR_027E,Estimate!!Total:!!Moved from the United States:!!High school graduate (includes equivalency)
24094,B16010_027E,Estimate!!Total:!!High school graduate (includes equivalency):!!Not in labor force:!!Speak other languages
24095,B08126_011E,"Estimate!!Total:!!Educational services, and health care and social assistance"
24096,B09010_012E,"Estimate!!Total:!!Living in household with no Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:!!In female householder, no spouse present, family"
24097,B07008_020E,Estimate!!Total:!!Moved from different county within same state:!!Never married
24098,B24124_078E,Estimate!!Total:!!Mathematicians
24099,B07009PR_026E,Estimate!!Total:!!Moved from the United States:!!Less than high school graduate
24100,B09010_011E,"Estimate!!Total:!!Living in household with no Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:!!In male householder, no spouse present, family"
24101,B24124_075E,Estimate!!Total:!!Computer network architects
24102,B07008_023E,Estimate!!Total:!!Moved from different county within same state:!!Separated
24103,B07009PR_029E,Estimate!!Total:!!Moved from the United States:!!Bachelor's degree
24104,B08126_014E,Estimate!!Total:!!Public administration
24105,B16010_026E,Estimate!!Total:!!High school graduate (includes equivalency):!!Not in labor force:!!Speak Asian and Pacific Island languages
24106,B09010_010E,"Estimate!!Total:!!Living in household with no Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:!!In married-couple family"
